id;cardAge;cardName;cardType;minPlayer;costInCoins;costInZiegel;costInErz;costInHolz;costInStein;costInGlas;costInStoff;costInPapyrus;freeCardName1;freeCardName2;victoryPoints;militaryPoints;coinsFromCard;canTradeLeft;canTradeRight;tradeCostafter;canTradeZiegel;canTradeErz;canTradeHolz;canTradeStein;canTradeGlas;canTradeStoff;canTradePapyrus;produceZiegel;produceErz;produceHolz;produceStein;produceGlas;produceStoff;producePapyrus;produceAlternate;sciencePointsSchriften;sciencePointsKompass;sciencePointsMeter;coinsfromWonderStage;pointsFromWonderStage;pointsFromNeigbourWonderStage;coinsForBrownCards;coinsForBrownNeigbourCards;pointsForBrownCards;pointsForNeigbourBrownCards;coinsForGreyCards;coinsForGreyNeigbourCards;pointsForGreyCards;pointsForNeigbourGreyCards;coinsForYellowCards;coinsForYellowNeigbourCards;pointsForYellowCards;pointsForNeigbourYellowCards;pointsForPurpleCards;pointsForNeigbourBlueCards;pointsForNeigbourGreenCards;pointsForNeigbourRedCards;pointsforNeigbourDefeattoken
135;3;Arena;TRADE;7;0;0;1;0;2;0;0;0;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;3;Palast;PROFAN;7;0;1;1;1;1;1;1;1;null;null;8;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;3;Verteidigungsanlage;MILITARY;7;0;0;3;0;1;0;0;0;null;null;0;3;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;3;Akademie;RESEARCH;7;0;0;0;0;3;1;0;0;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;True;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139;3;GILDE_DER_ARBEITER;GILDEN;3;0;1;2;1;1;0;0;0;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;GILDE_DER_WISSENSCHAFTLER;GILDEN;3;0;0;2;2;0;0;0;1;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;True;True;True;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141;3;GILDE_DER_HAENDLER;GILDEN;3;0;0;0;0;0;1;1;1;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
142;3;GILDE_DER_BEAMTEN;GILDEN;3;0;0;0;3;1;0;1;0;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
143;3;GILDE_DER_PHILOSOPHEN;GILDEN;3;0;3;0;0;0;0;1;1;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
144;3;GILDE_DER_SPIONE;GILDEN;3;0;3;0;0;0;1;0;0;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
145;3;GILDE_DER_BAUMEISTER;GILDEN;3;0;2;0;0;2;1;0;0;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;3;GILDE_DER_REEDER;GILDEN;3;0;0;0;3;0;1;0;1;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
147;3;GILDE_DER_STRATEGEN;GILDEN;3;0;0;2;0;1;0;1;0;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
148;3;GILDE_DER_KUENSTLER;GILDEN;3;0;0;2;0;2;0;0;0;null;null;0;0;0;False;False;0;False;False;False;False;False;False;False;0;0;0;0;0;0;0;;False;False;False;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
